uav_id,packet_rate,avg_latency_ms,packet_loss_pct,command_success_rate,signal_strength_dbm,cpu_usage_pct,battery_level_pct,label,attack_type,isolation_forest_prediction,random_forest_prediction,anomaly_score,random_forest_attack_probability,pqc_algorithm,pqc_demo_verified,pqc_mean_encapsulation_ms,pqc_mean_decapsulation_ms
5,39.25,36.65630885117719,2.40030391857451,0.9724907214416465,-64.68373607534076,29.977030731123588,57.8051954085733,0,Normal,1,0,0.0232328612423941,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,94.75,42.522055172139154,2.711924405936424,0.9901809410260943,-56.71598148856339,26.44276931236106,86.92833580584147,0,Normal,1,0,0.0004601562433731443,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,96.73396518019045,63.924559414830675,3.472293408040402,0.6449571105753299,-67.39388561923143,96.72265904097527,52.81947590622189,1,Unauthorized_Access,1,1,0.12103843291782856,0.99,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,78.125,48.52774545489015,0.9241650091576293,0.9847346536911225,-61.88857126261395,28.650859201800166,68.49424408586586,0,Normal,0,0,-0.019291184269735473,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,54.90114375385344,98.27278628057412,11.395373469683495,0.6501053586140136,-86.84138520716097,48.45871444884565,56.204322183514265,1,Jamming,1,1,0.13330074678247184,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,65.625,48.56405521025108,1.0447403391509813,0.9258136697288013,-64.43377451194664,27.762962625987694,87.28237717941832,0,Normal,1,0,0.022142476846441994,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,27.160161357082053,101.34143359203152,15.718188099333682,0.9392934651380306,-86.42826615631432,52.942554228806074,62.629892262045836,1,Jamming,1,1,0.1414294007534781,0.87,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,136.5185173678205,57.11328068848638,5.846315355455692,0.8330219771837482,-62.04605772143155,46.07336721609299,48.271907041765765,1,Spoofing,1,1,0.10104156445430379,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,34.375,36.51793380843104,2.6343007515728516,0.9581186707022634,-51.186404577039866,31.738073202246547,42.95800802975579,0,Normal,1,0,0.018057606908520873,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,86.375,53.774370035531234,2.330324727626884,0.9421153352466717,-52.45026856431441,36.34302309362352,59.61142292729505,0,Normal,0,0,-0.0442289009704106,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,60.125,44.68950173823979,1.138485740794729,0.9984087193931014,-56.95330089525335,25.66655446076741,80.08783924685876,0,Normal,0,0,-0.0022768458464795804,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,126.75,33.12238742786342,-0.005860732509468614,0.9780573170575959,-53.11834438860575,42.670602729427344,92.9156157290765,0,Normal,1,0,0.0500704170680184,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,96.375,36.851044415164104,2.6311709523371203,0.9861451979037135,-53.42319663928815,39.71225557556539,67.61045087565502,0,Normal,0,0,-0.03944044489062276,0.005,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,90.75,54.03110994437526,1.3950084760201922,0.9438747929889502,-57.491177806641744,26.29945819762936,47.61025104885045,0,Normal,0,0,-0.017025548470131435,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,183.55948786222515,78.95549820049838,10.067493371223007,0.5979638861256336,-66.91610476516732,69.78594470575918,66.33598381508168,1,Malformed_Traffic,1,1,0.15820576346076087,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,116.50354653948139,48.84715799146781,2.36379780651869,0.7231587825724283,-56.017425196035795,87.96133664923762,61.670412797640616,1,Unauthorized_Access,1,1,0.02467750801737234,0.97,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,157.69726793017406,55.88323539198117,5.455753606052255,0.586179334449562,-51.625998025479646,54.12033811492531,40.14809627329667,1,Spoofing,1,1,0.11989760732507893,0.995,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,82.25,33.67837984385988,2.5971471013715863,0.9792785000219663,-50.74444647566338,28.812887206553178,76.00989416741436,0,Normal,0,0,-0.015714346399703816,0.005,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,74.875,35.84041183942879,1.662873450539656,0.9450529595853826,-54.74547211476448,25.835317227322403,74.76105646323401,0,Normal,0,0,-0.02780751909344298,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,122.5,56.82601691857971,1.4057290721421816,0.9526645074207561,-54.67151223562778,44.988035844371154,62.09862243101835,0,Normal,0,0,-0.021246281342629902,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,120.625,41.1492932057622,1.2594181564435516,0.9560372241326255,-60.93127049727818,36.90843918802879,70.93361557648565,0,Normal,0,0,-0.04374599596616613,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,115.0,50.607538091568614,2.4231352310090357,0.9376596390762225,-51.175763812269196,40.39525246846108,87.05531178897299,0,Normal,0,0,-0.02947104185173499,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,175.2529712338219,58.38076968081675,2.345029687039622,0.7464864247434707,-66.13601449329147,93.00645242266052,42.53050687282699,1,Unauthorized_Access,1,1,0.12529794034767583,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,80.125,41.090879316895354,1.0982773623654067,0.9625279571683545,-54.73263579550169,32.62783694334594,52.315852328812426,0,Normal,0,0,-0.06799653952756463,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,48.125,46.536723045061194,0.8617438578740503,0.9963226502068032,-48.15348990500132,34.45031117130195,57.945518336292054,0,Normal,0,0,-0.015292314479651736,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,57.875,46.83729971386512,1.9198486991753103,0.9514379380276233,-49.526748702086685,29.288826328022566,70.90250843952352,0,Normal,0,0,-0.0604887346960879,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,73.8614511408702,90.58478673194898,22.014020291066103,1.0,-84.47796934448584,52.96088496292565,75.56048760443838,1,Jamming,1,1,0.13652913879344653,0.875,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,33.75,36.166225691622934,1.6453288817596452,0.9503602322699776,-59.902355021702355,51.73954619080896,47.809684264364655,0,Normal,1,0,0.006462966648551727,0.005,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,37.75,39.56606466629248,1.772972410220931,0.9893546774681508,-53.74889597453905,44.15466354397407,84.28142682238978,0,Normal,0,0,-0.04121584159374675,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,168.58226930258223,72.9604757408575,3.698106752021439,0.6427841529818514,-55.141803061183964,39.146803831426844,74.01270832630397,1,Spoofing,1,1,0.1310144589503116,0.99,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,72.25,52.615064144228434,0.3705719378121186,0.9566773139655407,-60.91666881663514,30.436766831491287,80.96537915414521,0,Normal,0,0,-0.012081188471783577,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,164.32005361976087,62.92745289518207,4.4637328321434735,0.8074718813878218,-57.06304150096994,94.1418728833109,71.89682215766658,1,Unauthorized_Access,1,1,0.11438024896691501,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,113.875,46.38046743707487,2.1642579928863155,0.9949672822767036,-62.71136962775283,33.26609701422554,47.73009203975486,0,Normal,1,0,0.007414879757548731,0.01,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,226.33188690106363,78.82654011412224,2.4743066811264276,0.7870481119678066,-69.12924622428926,80.48033220275565,70.02393826976505,1,Malformed_Traffic,1,1,0.13408183904103832,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,187.84077503174183,66.11129375296512,6.477295600851038,0.5841825078522406,-60.65958078890742,51.537098594150784,43.958744936348275,1,Spoofing,1,1,0.13152285704232725,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,56.75507164748676,89.19072458761443,18.57271837221677,0.8344619390980672,-88.40148708910903,39.95215021803347,40.63681069051194,1,Jamming,1,1,0.14370936276097113,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,63.625,49.25533513775077,1.7649982076664412,0.9833376207409077,-60.9786969590011,41.59871918869,72.25814795705968,0,Normal,0,0,-0.05422118143269877,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,47.54113532232033,135.61879153333456,14.672888509352697,0.8777522788350512,-93.0799943895755,54.68840130546218,70.52600230982245,1,Jamming,1,1,0.15488377910281836,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,127.75,46.78668926957084,2.6911873459734226,0.9677057215088295,-64.70743482244649,39.08555996036901,46.35571071743475,0,Normal,1,0,0.04771230481634947,0.105,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,133.2686299937016,78.36657357758983,6.822958942536054,0.7520216577948828,-50.67223032588911,56.60750056696283,53.067560901269935,1,Spoofing,1,1,0.14638459324175312,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,103.625,55.73670803444732,1.3362065331684847,0.9958486656137153,-56.21808869498343,36.100735724284476,79.10505290723961,0,Normal,0,0,-0.029942971425595766,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,75.625,53.08276002353262,1.1217744718037583,0.925522363271028,-45.29392335425429,32.60838312579125,83.39625645014738,0,Normal,1,0,0.003062648950987623,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,135.17490341314198,35.24209102150303,3.02400313333153,0.9069904686591255,-53.74154816620204,87.39626144004875,44.682576519274505,1,Unauthorized_Access,1,1,0.08304567692102216,0.975,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,61.0,53.589456096790016,2.6385636301897772,0.9550830790829948,-64.16029142180824,26.142589017979578,43.77567663813297,0,Normal,1,0,0.042800668733508296,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,164.16956399597225,70.99650466913226,6.55274655195744,0.6554004014872945,-55.81022691608642,79.18871471477435,74.64092762722498,1,Spoofing,1,1,0.1409225580864526,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,82.375,47.087251470653385,0.6059456738538418,0.9609345109265209,-61.987837935634516,32.32484826148459,90.94695523066578,0,Normal,0,0,-0.018584926145983727,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,47.25,49.60939679576881,1.7463237475345053,0.9730131610447484,-51.450531703530544,43.10002588636104,66.55682009255577,0,Normal,0,0,-0.0634230569415623,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,207.61635217498355,85.27137162412978,7.9414864143774055,0.759178194313398,-59.46030145745411,76.82376605112522,42.82200254839579,1,Malformed_Traffic,1,1,0.14811904044743607,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,79.13103383686625,98.85738854855538,15.067924255556132,0.7704182297396898,-91.6350786832319,64.84524834603451,43.56038939584035,1,Jamming,1,1,0.14904621836850163,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,141.19202167031293,59.3923909302014,1.4456692457160951,0.7247493468251642,-59.49443106791824,34.92527318426111,58.20302542081538,1,Spoofing,1,1,0.03377829128169618,0.89,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,110.0,35.71739979784555,0.4826014519079158,0.9740336166037672,-64.14324889761774,42.783128226105546,84.43261051261896,0,Normal,1,0,0.0036812952647262698,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,162.59449187828588,78.98192927450778,9.294894888912792,0.76876105617414,-46.99603277753522,36.258513186988544,70.80915062599493,1,Malformed_Traffic,1,1,0.13352360421503207,0.985,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,34.5,51.11582588260569,1.2469774926683983,0.9990452453322219,-49.264609932857454,43.16443751577836,90.94128610363899,0,Normal,1,0,0.028381795795241027,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,114.75,37.419681701712705,2.052930056026512,0.9610321932917758,-55.90255114394264,48.06760133713505,52.05193355689405,0,Normal,0,0,-0.037166140594039554,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,91.5,39.23494211757453,3.0485339165692795,0.9934987768485102,-50.1887055348098,46.926388699666234,84.30812203236312,0,Normal,0,0,-0.012637893300803116,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,190.005537909925,104.77174745412866,8.674360708196476,0.5579198178572005,-58.24909496068658,75.43813855204658,55.61182188851082,1,Malformed_Traffic,1,1,0.14091676561239586,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,42.875,53.26010234262305,1.4106129045724598,0.9335083365342149,-50.143500501873675,46.04149856679071,48.32541441948012,0,Normal,0,0,-0.024654126766904483,0.005,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,112.0,44.929675549573155,0.10181205957834516,0.9928107709425708,-53.30663819668351,40.10640944535658,54.350521880759246,0,Normal,0,0,-0.0010968324035368626,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,60.57018542388145,104.44972762279534,12.81845376313115,0.8037231087135756,-88.14635989737172,54.59649998082371,62.773385276289005,1,Jamming,1,1,0.14722692004629168,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,110.125,55.55070896872617,1.421934559638738,0.9975686181478476,-61.571316465789145,26.775312155906256,66.41618423352458,0,Normal,1,0,0.016687485919212097,0.005,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,120.625,48.76829465134417,1.5437519132746331,0.98636700454922,-64.02684672676574,30.855914937156477,46.526333796099635,0,Normal,1,0,0.001281390577342445,0.005,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,51.5,50.865386917954815,2.082079930396498,0.9511807509941194,-53.932396242685044,26.974352820717293,90.72055604282063,0,Normal,0,0,-0.017639556880360396,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,57.66885982258109,85.61431066955612,15.152751127539448,0.8100782890088002,-92.25688002726939,47.90155191349617,54.02839151968337,1,Jamming,1,1,0.13484537191556878,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,60.9555264977176,116.3581676819135,21.247152331015315,0.866542316777511,-89.64050498073902,50.844756294644725,41.5502774221673,1,Jamming,1,1,0.15012516371603102,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,107.375,55.90522481685364,1.7891395736503277,0.9749925091308991,-57.92606626838532,32.67231104644901,54.579470638621494,0,Normal,0,0,-0.04138034656142475,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,80.25,27.833145921200465,1.1749262463703831,0.9903890141888928,-45.215644920844994,33.86403773880278,59.980003801939475,0,Normal,1,0,0.016415855015136316,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,60.625,53.07915968839728,2.5462820027550657,0.9270561363031897,-58.82088019863695,26.662476653267333,79.30826213796539,0,Normal,1,0,0.005861313334735829,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,165.03850726618165,56.07230474142831,6.588246007832073,0.752626978292838,-52.62229623921636,55.25401773297832,59.4962521240323,1,Spoofing,1,1,0.10291537788395189,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,47.75,33.01072478794436,1.6857826798439761,0.9758205020858743,-63.470400890013735,38.07985541711757,45.57589133584249,0,Normal,1,0,0.002350062718880941,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,64.25,43.84760561380384,1.801588171033624,0.9391085328321542,-55.698895033987114,43.4928453211561,84.44372994138124,0,Normal,0,0,-0.06985247283855495,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,102.625,48.968513865807,1.6017073678187277,0.9224892479933886,-49.320252826212894,51.82795354769242,83.07685000611733,0,Normal,0,0,-0.013930198818599249,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,112.875,38.24713814073003,1.4102519317334226,0.9841883463327411,-60.678797675104676,39.6710732592286,57.93593188819154,0,Normal,0,0,-0.03707890155519267,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,144.92943104718427,37.123678035544664,3.1813612813584524,0.7709203162008537,-63.39521591279295,64.67493726069681,78.41467098488522,1,Unauthorized_Access,1,1,0.08679435731597607,0.99,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,85.875,44.209096983638275,2.7009912840760713,0.938772275342068,-53.80842291069316,31.283673085285333,86.00285781189211,0,Normal,0,0,-0.028411507751371134,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,111.625,42.159741378826205,1.97670436711909,0.9582607907356179,-55.43007767488076,46.44698602273941,89.4095401342216,0,Normal,0,0,-0.04494333875206036,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,40.875,42.40483641946081,1.1531448644713616,0.9356672650069535,-54.16019850220468,38.92200068213514,68.17180892223783,0,Normal,0,0,-0.05416204873585939,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,65.18261441941446,78.28748586460814,23.7003392324758,0.7530327893107968,-88.23488170841851,52.46536506940711,43.69076018251051,1,Jamming,1,1,0.152310955687039,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,36.0,46.93612115254237,0.13347034501758914,0.9590280957753925,-48.01641988996592,26.773174626269636,52.73794636201444,0,Normal,1,0,0.028727018589042808,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,76.75,46.024328548467686,1.670315364889856,0.9575713419744567,-47.51658635685948,38.72329167609665,57.639848845297664,0,Normal,0,0,-0.06368592233413634,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,67.5,44.93410746350337,2.827546068190693,0.9807689142959837,-61.01508091183372,47.07753860655966,67.86771849697016,0,Normal,0,0,-0.023598406894632884,0.01,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,107.0,50.06281949906169,0.8253347429319475,0.9403457584942654,-45.24680815317497,42.4358627116287,90.15002457773504,0,Normal,0,0,-0.0004533552273653374,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,137.7424275286711,77.44612629806142,7.203186319141684,0.6320146113597955,-65.80248584854475,73.96402407468454,46.821521955929036,1,Malformed_Traffic,1,1,0.16196941732639536,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,91.5,47.86537476289079,0.9871210661196667,0.9666387540931682,-55.11704658724234,38.11154565526563,66.80614429196235,0,Normal,0,0,-0.06923623711903965,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,81.64969042591221,108.8773143408083,11.052004182832173,0.9032731266245898,-90.9881572827971,48.43585598389576,79.24179449017862,1,Jamming,1,1,0.1164134611675276,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,143.74908459756028,86.05297429458312,4.552331920634113,0.5824489110431257,-49.791523897068394,56.51081666073951,65.23404154580447,1,Spoofing,1,1,0.1448904699253466,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,191.13595507402695,66.3370101734755,1.197092438201603,0.7094252755564517,-65.19079053520662,86.45629604509055,71.60525494904434,1,Unauthorized_Access,1,1,0.11402136492010062,0.995,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,169.9720963697446,72.53735637178448,5.908085424357239,0.5976861185590576,-56.15829549932484,40.15601318365525,76.57766917949354,1,Spoofing,1,1,0.1237082030149298,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
4,45.875,49.12899782862153,0.9848336565599792,0.9281007931692128,-50.27542234942899,54.8374596710578,81.76209703326128,0,Normal,1,0,0.008701231616427774,0.005,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,122.625,58.82198101947407,1.058305509088237,0.9427062757618816,-56.40782815735273,33.942269515744684,66.07034462716447,0,Normal,0,0,-0.011559135965525547,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,78.76197227228218,122.2773269228156,14.277197298034853,0.7868501870635852,-86.21958298066917,40.01079344081235,79.99396977945601,1,Jamming,1,1,0.1173683200619351,0.995,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,187.13103995254087,88.19023877526838,9.45186356126629,0.6807821689974689,-58.8496851257866,59.914175419746215,77.85514613433483,1,Malformed_Traffic,1,1,0.13780305170725826,1.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,118.375,43.528510756728174,1.8231878426869483,0.9466725857727288,-47.16213793486875,52.240452681249224,57.920352121069676,0,Normal,0,0,-0.025119532638416098,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,44.25,39.96102683503374,1.3182759242853679,0.9882046225521243,-52.11486552698377,30.843204930616775,85.81155657752636,0,Normal,0,0,-0.026854522682643822,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,72.25,50.28620185377712,2.356233073798661,0.9573425661784951,-51.29209313107989,43.55830867281817,65.53121719236697,0,Normal,0,0,-0.06065469128127943,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,89.625,58.47747971684497,2.074337706789858,0.9784196917672117,-49.21135611609618,49.97251550230758,65.73892543629239,0,Normal,0,0,-0.030412679632848827,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
5,208.32072704554363,60.88651821384808,11.145447953151777,0.7385329785301207,-70.13963325379727,67.87705543993229,79.20021852787268,1,Malformed_Traffic,1,1,0.13304283272328965,0.995,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,111.875,45.43935438921805,1.0860877494355785,0.9317649480453271,-47.16578269594508,29.98224557000541,69.9185211206732,0,Normal,0,0,-0.02290596140870388,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,171.75326033843518,109.61595116720044,3.32578179243946,1.0,-67.73445571525946,72.75169864327202,69.7132510586276,1,Malformed_Traffic,1,1,0.14525924782032973,0.84,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,46.0,49.103530006331965,0.5714816438825747,0.9659823643411533,-60.369031280699026,40.89911023064262,64.12561251353301,0,Normal,0,0,-0.043039754012586307,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,36.375,47.687589942833284,1.269059685406568,0.9220113566621818,-60.926657244546305,52.72323147733839,80.30725530325071,0,Normal,1,0,0.03229248165702814,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
1,112.25,31.157477516606576,2.2725997085734186,0.9679046637106793,-59.06426635960299,54.26419084942066,62.58900849654164,0,Normal,1,0,0.013616873104606353,0.005,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
2,82.0,39.0231368884779,2.196884009753595,0.945056500885614,-45.7768116857967,45.41674485337305,51.388139586066806,0,Normal,0,0,-0.029855879265789864,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
3,75.5,53.539649377878014,1.3446612830445128,0.9323457252226464,-49.83465415887882,43.31132485954983,50.68504640509908,0,Normal,0,0,-0.04394568693975853,0.0,ML-KEM-768,True,0.025310575000000002,0.025478294999999998
