source_record_id,simulation_time,uav_name,uav_id,packet_size,avg_latency_ms,packet_loss_pct,throughput,label,attack_type
86,19.6001,uav5,5,384,35.8838,1.32436,10.7012,0,Normal
88,20.7671,uav4,4,810,53.1693,0.590484,15.2344,0,Normal
90,20.9094,uav1,1,744,42.1885,0.52113,17.6351,0,Normal
92,21.3137,uav2,2,893,54.1771,1.71504,16.483,0,Normal
94,21.3958,uav5,5,482,37.3086,4.82985,12.9193,0,Normal
96,22.0761,uav3,3,552,65.3664,3.09271,8.44471,0,Normal
98,22.097,uav4,4,666,54.3351,3.37514,12.2573,0,Normal
100,22.2023,uav1,1,579,77.1649,3.56025,7.50341,0,Normal
102,23.2624,uav5,5,516,78.7143,3.64766,6.55536,0,Normal
104,23.5432,uav4,4,854,68.8279,2.35319,12.4078,0,Normal
106,23.7212,uav2,2,952,34.9878,3.11573,27.2095,0,Normal
108,23.8683,uav3,3,405,77.925,3.61639,5.19731,0,Normal
110,24.0965,uav1,1,373,77.365,1.5374,4.8213,0,Normal
112,24.4948,uav5,5,484,56.3836,2.6369,8.58406,0,Normal
114,25.3362,uav4,4,582,38.0945,3.72234,15.2778,0,Normal
116,25.3476,uav2,2,952,43.0077,3.28107,22.1356,0,Normal
118,25.5331,uav5,5,530,72.7071,1.10963,7.28952,0,Normal
120,26.0452,uav3,3,422,54.1979,2.09321,7.78628,0,Normal
122,26.3845,uav1,1,385,54.4595,0.651313,7.06947,0,Normal
124,26.7389,uav5,5,472,59.1262,1.94449,7.98293,0,Normal
126,27.6565,uav4,4,490,25.8356,2.46139,18.9661,0,Normal
128,27.8459,uav2,2,982,35.6205,4.12787,27.5684,0,Normal
130,28.227,uav3,3,983,46.8756,0.951021,20.9704,0,Normal
132,28.6017,uav5,5,872,41.1387,3.71409,21.1966,0,Normal
134,28.6909,uav1,1,677,28.9669,4.57091,23.3715,0,Normal
136,29.4261,uav3,3,744,29.7496,2.78742,25.0088,0,Normal
138,29.92,uav2,2,473,27.4292,4.00573,17.2444,0,Normal
140,30.5402,uav5,5,430,68.4391,2.35129,6.28295,0,Normal
142,30.6246,uav4,4,835,44.431,0.649501,18.7932,0,Normal
144,31.4272,uav1,1,329,61.8457,2.17981,5.31969,0,Normal
146,31.6572,uav3,3,986,23.0353,4.39872,42.8039,0,Normal
148,31.7629,uav4,4,650,33.8445,0.552713,19.2055,0,Normal
150,32.616,uav2,2,679,76.6474,3.78496,8.85875,0,Normal
152,32.6784,uav5,5,300,40.3642,2.84466,7.43232,0,Normal
154,33.3342,uav1,1,289,40.3391,1.39998,7.16426,0,Normal
156,33.3882,uav3,3,292,30.2592,4.07164,9.64996,0,Normal
158,34.2928,uav4,4,453,72.4744,2.05408,6.25048,0,Normal
160,34.6575,uav5,5,336,56.4952,3.66986,5.94741,0,Normal
162,34.6932,uav1,1,385,67.0187,1.24112,5.74467,0,Normal
164,35.116,uav2,2,632,23.0222,3.09753,27.4518,0,Normal
166,35.3151,uav3,3,432,76.0528,1.70268,5.68026,0,Normal
168,36.6933,uav1,1,764,52.138,4.38927,14.6534,0,Normal
170,36.8508,uav5,5,285,63.8073,4.8402,4.46657,0,Normal
172,37.181,uav4,4,529,43.8933,1.45576,12.052,0,Normal
174,37.5142,uav2,2,770,31.1716,1.48437,24.702,0,Normal
176,37.5431,uav3,3,812,64.373,2.53449,12.614,0,Normal
178,38.4747,uav5,5,879,33.6449,3.56245,26.1258,0,Normal
180,38.6007,uav4,4,807,23.4817,0.753883,34.3671,0,Normal
182,38.8731,uav1,1,913,38.7078,4.46452,23.587,0,Normal
184,39.524,uav3,3,299,57.0595,1.30822,5.24015,0,Normal
186,39.9834,uav5,5,349,71.2768,0.802623,4.8964,0,Normal
188,40.4029,uav2,2,754,47.2218,3.54687,15.9672,0,Normal
190,40.4695,uav4,4,796,73.8003,3.71614,10.7859,0,Normal
192,41.2658,uav1,1,831,74.3851,1.68495,11.1716,0,Normal
194,41.609,uav3,3,862,33.7532,3.9127,25.5384,0,Normal
196,42.4711,uav5,5,451,74.2655,2.22559,6.07281,0,Normal
198,42.4761,uav2,2,349,69.8629,2.8387,4.9955,0,Normal
200,42.5402,uav1,1,416,72.359,1.90337,5.74911,0,Normal
202,43.4502,uav4,4,343,67.8828,4.48402,5.05283,0,Normal
204,44.0873,uav1,1,376,77.1675,2.55258,4.87252,0,Normal
206,44.3722,uav3,3,971,32.9305,4.04933,29.4864,0,Normal
208,44.7341,uav2,2,682,72.8179,1.64274,9.36583,0,Normal
210,44.7627,uav5,5,532,77.4471,2.8319,6.86921,0,Normal
212,44.8215,uav4,4,483,62.695,1.43362,7.70396,0,Normal
214,46.1289,uav4,4,829,42.4502,3.40819,19.5288,0,Normal
216,46.3614,uav2,2,392,36.6577,1.33906,10.6935,0,Normal
218,46.4623,uav1,1,395,71.8313,3.86186,5.49899,0,Normal
220,46.7062,uav5,5,538,36.6136,1.09431,14.694,0,Normal
222,47.2669,uav3,3,689,62.2685,2.28227,11.065,0,Normal
224,47.6973,uav1,1,629,32.2919,1.15181,19.4785,0,Normal
226,48.056,uav5,5,693,27.49,2.10026,25.2092,0,Normal
228,48.056,uav4,4,764,21.8272,3.94396,35.0022,0,Normal
230,48.535,uav2,2,705,74.2232,1.47853,9.49838,0,Normal
232,49.0273,uav1,1,350,63.9016,3.13014,5.47717,0,Normal
234,49.1932,uav3,3,892,32.5494,1.81466,27.4045,0,Normal
236,49.7019,uav2,2,362,60.6358,0.951323,5.97007,0,Normal
238,50.1185,uav1,1,806,20.5544,3.51462,39.213,0,Normal
240,50.5001,uav5,5,976,62.2097,3.13885,15.6889,0,Normal
242,50.55,uav4,4,995,78.6497,4.04394,12.651,0,Normal
244,50.767,uav3,3,724,176.926,24.1034,4.09212,1,OMNeT++ abnormal communication behaviour
246,50.8279,uav2,2,1005,49.5361,4.7362,20.2882,0,Normal
248,51.8634,uav5,5,868,49.1696,3.33702,17.6532,0,Normal
250,52.2304,uav3,3,798,167.564,31.9789,4.76236,1,OMNeT++ abnormal communication behaviour
252,52.7846,uav1,1,953,66.3996,0.559566,14.3525,0,Normal
254,53.2591,uav2,2,627,28.8885,4.01192,21.7042,0,Normal
256,53.303,uav4,4,758,65.2142,2.73826,11.6232,0,Normal
258,53.6191,uav3,3,393,132.839,17.738,2.95846,1,OMNeT++ abnormal communication behaviour
260,54.2805,uav5,5,977,37.8705,1.35432,25.7984,0,Normal
262,54.3111,uav4,4,515,27.2394,1.50943,18.9064,0,Normal
264,55.4756,uav3,3,788,145.537,34.4584,5.41444,1,OMNeT++ abnormal communication behaviour
266,55.7331,uav1,1,906,67.3324,4.5795,13.4556,0,Normal
268,56.0828,uav5,5,811,39.9887,2.29775,20.2807,0,Normal
270,56.2227,uav2,2,710,44.4345,3.98849,15.9786,0,Normal
272,57.1628,uav3,3,879,104.274,34.0574,8.4297,1,OMNeT++ abnormal communication behaviour
274,57.245,uav5,5,482,52.0079,3.96761,9.26782,0,Normal
276,57.2725,uav4,4,484,24.7713,1.6278,19.5387,0,Normal
278,57.5558,uav1,1,384,60.3229,4.14691,6.36575,0,Normal
280,57.6872,uav2,2,548,45.2324,3.88461,12.1152,0,Normal
282,58.4517,uav4,4,259,71.6331,2.20565,3.61565,0,Normal
284,58.8541,uav5,5,700,36.2197,1.65263,19.3265,0,Normal
286,59.0466,uav1,1,282,23.3225,2.64415,12.0913,0,Normal
288,59.614,uav3,3,457,141.967,28.6656,3.21905,1,OMNeT++ abnormal communication behaviour
290,59.8019,uav2,2,862,71.1581,1.77583,12.1139,0,Normal
292,60.1171,uav5,5,391,69.6122,1.31518,5.61683,0,Normal
294,60.6498,uav1,1,876,25.1826,0.755816,34.7859,0,Normal
296,60.9058,uav4,4,583,32.3957,4.00413,17.9962,0,Normal
298,61.498,uav3,3,901,114.269,22.4763,7.88488,1,OMNeT++ abnormal communication behaviour
300,61.6688,uav2,2,775,20.5813,1.7277,37.6556,0,Normal
302,62.1358,uav5,5,648,28.0079,1.38674,23.1363,0,Normal
304,62.6377,uav3,3,616,157.214,30.9959,3.91822,1,OMNeT++ abnormal communication behaviour
306,62.9698,uav1,1,994,48.1699,2.83476,20.6353,0,Normal
308,63.6004,uav4,4,538,54.6526,2.36555,9.844,0,Normal
310,64.4529,uav2,2,710,58.7342,2.6388,12.0884,0,Normal
312,64.6193,uav3,3,946,112.789,25.7235,8.38732,1,OMNeT++ abnormal communication behaviour
314,64.6942,uav5,5,603,58.9678,1.74918,10.2259,0,Normal
316,65.5236,uav2,2,660,39.5411,2.26704,16.6915,0,Normal
318,65.7353,uav1,1,631,29.5922,1.34209,21.3232,0,Normal
320,65.907,uav3,3,772,107.381,24.1382,7.18937,1,OMNeT++ abnormal communication behaviour
322,66.5192,uav4,4,994,47.5162,4.1017,20.9192,0,Normal
324,66.7726,uav5,5,794,25.6076,4.5682,31.0065,0,Normal
326,66.8176,uav2,2,975,48.3932,3.6483,20.1474,0,Normal
328,66.9941,uav1,1,976,21.6241,3.36227,45.1347,0,Normal
330,68.6252,uav5,5,360,29.6323,0.543949,12.1489,0,Normal
332,68.7281,uav3,3,583,140.274,26.8197,4.15615,1,OMNeT++ abnormal communication behaviour
334,68.9676,uav4,4,783,53.4687,2.55751,14.6441,0,Normal
336,68.978,uav2,2,850,54.5451,4.3836,15.5834,0,Normal
338,69.4569,uav1,1,937,74.5306,4.96593,12.572,0,Normal
340,70.1625,uav4,4,590,29.5649,0.925061,19.9561,0,Normal
342,71.218,uav5,5,356,43.9061,4.77184,8.10822,0,Normal
344,71.6196,uav2,2,764,45.4419,2.5132,16.8127,0,Normal
346,71.6355,uav3,3,929,102.664,21.1397,9.0489,1,OMNeT++ abnormal communication behaviour
348,72.0879,uav1,1,712,41.3221,2.49745,17.2305,0,Normal
350,72.3434,uav5,5,880,20.9797,2.89332,41.9453,0,Normal
352,72.4203,uav4,4,376,44.0756,2.91324,8.5308,0,Normal
354,73.1369,uav2,2,546,56.5507,4.75386,9.65506,0,Normal
356,73.7139,uav5,5,494,25.5217,2.54373,19.3561,0,Normal
358,73.8013,uav1,1,838,33.9646,1.56728,24.6727,0,Normal
360,74.3339,uav2,2,883,21.9845,2.85067,40.1647,0,Normal
362,74.5535,uav3,3,870,143.567,20.0388,6.05988,1,OMNeT++ abnormal communication behaviour
364,74.8258,uav5,5,356,54.8091,1.63936,6.49527,0,Normal
366,75.2789,uav4,4,763,42.5736,0.554163,17.9219,0,Normal
368,75.3651,uav2,2,493,78.8984,3.28316,6.24854,0,Normal
370,75.6184,uav3,3,1022,103.653,23.1811,9.85984,1,OMNeT++ abnormal communication behaviour
372,76.0303,uav1,1,656,69.8912,3.37443,9.38602,0,Normal
374,76.8544,uav2,2,933,58.4014,4.95234,15.9756,0,Normal
376,77.2386,uav3,3,966,164.147,20.768,5.88497,1,OMNeT++ abnormal communication behaviour
378,77.2609,uav4,4,334,61.0144,3.48127,5.47412,0,Normal
380,77.368,uav5,5,389,59.9515,4.67096,6.48857,0,Normal
382,78.3795,uav3,3,707,144.375,23.5567,4.89697,1,OMNeT++ abnormal communication behaviour
384,78.5906,uav2,2,643,62.3945,3.82202,10.3054,0,Normal
386,78.6443,uav1,1,453,41.6327,4.86006,10.8809,0,Normal
388,79.0224,uav4,4,965,75.498,2.2889,12.7818,0,Normal
390,79.4026,uav5,5,899,33.9576,2.52088,26.4742,0,Normal
392,79.9536,uav3,3,826,178.839,22.6352,4.61867,1,OMNeT++ abnormal communication behaviour
394,80.1144,uav4,4,718,73.8242,1.8345,9.72581,0,Normal
396,80.4203,uav2,2,1003,34.4927,1.62239,29.0786,0,Normal
398,81.0997,uav5,5,895,49.3706,4.77929,18.1282,0,Normal
400,81.3016,uav1,1,780,41.4864,3.60396,18.8013,0,Normal
402,81.3565,uav4,4,544,75.0036,3.78819,7.25298,0,Normal
404,81.8769,uav2,2,892,57.8675,1.72597,15.4145,0,Normal
406,82.5841,uav4,4,820,42.4578,1.95982,19.3133,0,Normal
408,82.8915,uav3,3,588,113.748,25.0787,5.16931,1,OMNeT++ abnormal communication behaviour
410,83.0721,uav1,1,899,38.2681,4.48683,23.4921,0,Normal
412,83.1425,uav2,2,372,34.2645,3.82276,10.8567,0,Normal
414,83.8827,uav5,5,435,32.0911,3.35299,13.5552,0,Normal
416,84.7901,uav3,3,689,127.903,30.0153,5.38691,1,OMNeT++ abnormal communication behaviour
418,85.0817,uav4,4,746,28.9298,4.85585,25.7866,0,Normal
420,85.1473,uav2,2,464,62.475,2.5332,7.42697,0,Normal
422,85.7505,uav1,1,666,56.7049,1.81757,11.745,0,Normal
424,85.8393,uav3,3,870,110.503,22.5665,7.87308,1,OMNeT++ abnormal communication behaviour
426,85.9798,uav5,5,636,77.6154,4.52924,8.19425,0,Normal
428,86.3454,uav4,4,324,21.158,2.96098,15.3133,0,Normal
430,87.1246,uav5,5,872,28.9087,3.16504,30.1639,0,Normal
432,87.5654,uav2,2,634,44.404,3.10961,14.278,0,Normal
434,88.0476,uav3,3,473,136.436,34.4015,3.46684,1,OMNeT++ abnormal communication behaviour
436,88.0943,uav1,1,924,34.9048,4.4962,26.472,0,Normal
438,88.642,uav5,5,807,36.6664,2.17866,22.0092,0,Normal
440,89.3046,uav4,4,920,21.5914,3.87768,42.6097,0,Normal
442,89.6696,uav2,2,979,39.7726,4.65871,24.615,0,Normal
444,89.851,uav3,3,394,172.119,20.0729,2.28912,1,OMNeT++ abnormal communication behaviour
446,90.106,uav1,1,418,50.7471,2.06814,8.23692,0,Normal
448,91.4318,uav5,5,276,43.2096,3.56232,6.38747,0,Normal
450,91.5109,uav3,3,740,171.429,19.0985,4.31666,1,OMNeT++ abnormal communication behaviour
452,91.5558,uav4,4,374,60.5745,2.96763,6.17421,0,Normal
454,92.1273,uav1,1,294,28.8961,1.77215,10.1744,0,Normal
456,92.6038,uav2,2,518,62.6202,1.8484,8.27209,0,Normal
458,93.4919,uav5,5,626,42.3607,0.610373,14.7778,0,Normal
460,93.6196,uav2,2,946,75.3267,2.12518,12.5586,0,Normal
462,93.8651,uav3,3,925,101.945,23.5102,9.07352,1,OMNeT++ abnormal communication behaviour
464,94.3143,uav4,4,437,57.3339,0.538302,7.62202,0,Normal
466,94.7986,uav2,2,847,32.585,3.60902,25.9936,0,Normal
468,94.8399,uav1,1,844,54.6284,1.80399,15.4498,0,Normal
470,95.5503,uav3,3,601,175.909,22.7773,3.41654,1,OMNeT++ abnormal communication behaviour
472,95.553,uav5,5,469,58.8318,2.54687,7.97188,0,Normal
474,95.8725,uav4,4,808,55.3244,4.25218,14.6048,0,Normal
476,96.03,uav2,2,399,21.0123,3.50278,18.9889,0,Normal
478,96.5557,uav3,3,827,140.785,27.972,5.87422,1,OMNeT++ abnormal communication behaviour
480,97.2304,uav1,1,544,67.4504,4.63789,8.06518,0,Normal
482,97.7538,uav5,5,861,46.5221,4.96014,18.5073,0,Normal
484,98.2237,uav3,3,406,136.881,19.5552,2.96609,1,OMNeT++ abnormal communication behaviour
486,98.4229,uav2,2,740,52.3471,3.30483,14.1364,0,Normal
488,98.4249,uav1,1,410,72.8064,3.28472,5.63137,0,Normal
490,98.798,uav4,4,391,78.8348,2.95091,4.95974,0,Normal
492,99.7937,uav5,5,256,50.1632,2.2071,5.10334,0,Normal
